"speaker","text","neg","neu","pos","compound","start_time","end_time","length"
"GABBARD"," The reality is right now we don't have a healthcare system.  We have a sick care system and there are far too many people in this country who are sick and unable to get the care that they need because they cannot afford it.  So the core of this problem is the fact that big insurance companies and big pharmaceutical companies who've been profiting off the backs of sick people have had a seat at the table writing this legislation.","0.154","0.748","0.098","-0.6399",1905.16,1927.1599999999999,21.999999999999773
"GABBARD","Now Kamala Harris just talked about Kathleen Sebelius who helped write her bill.  This just pointed to the fatal flaw in her proposal.  Sebelius works for Medicare Advantage a private insurance company who will stand to profit under her plan.  If we're seeking to really reform our healthcare system we've got to shut out big insurance and big pharma out of the drafting process so they cannot continue to profit off the backs of the sick people in this country who are searching and in desperate need of care.","0.102","0.79","0.109","0.1779",1927.81,1955.1599999999999,27.34999999999991
"BASH"," Senior Harris your response?","0.0","1.0","0.0","0.0",1955.86,1956.6599999999999,0.7999999999999545
"HARRIS"," Well unfortunately Representative Gabbard got it wrong.  Kathleen Sebelius did not write my plan; she endorsed it as being one of the plans that is the best to get us to a place where everyone is going to have access to healthcare in America.  And when we talk about this again I'm going to back to Vice President Biden because your plan does not cover everyone in America.","0.073","0.818","0.109","0.4215",1958.33,1980.52,22.190000000000055
"HARRIS","By your staffs and your own definition 10 million people - as many as 10 million people will not have access to healthcare.  And in 2019 in America for a Democrat to be running for president with a plan that does not cover everyone I think is without excuse.  Our plan covers everyone -","0.025","0.975","0.0","-0.0572",1980.74,2002.39,21.65000000000009
"BASH"," Thank you Senator.","0.0","0.444","0.556","0.3612",999999999,0,-999999999
"HARRIS"," - and gives people choice","0.0","1.0","0.0","0.0",2002.66,2003.75,1.0899999999999181
"BASH"," Thank you Senator.  Vice President Biden your response?","0.0","0.737","0.263","0.3612",2003.76,2005.56,1.7999999999999545
"BIDEN"," My plan does - will cover everyone number one.  Number two the fact is that my plan also calls for controlling drug prices.  The biopharma is now where things are going to go.  It's no longer chemicals.  It's about all these breakthroughs that we have with the whole (ph)","0.044","0.904","0.052","-0.1531",2006.2,2021.3999999999999,15.199999999999818
"BIDEN","- excuse me immune system.","0.0","0.364","0.636","0.3612",2022.13,2023.5,1.3699999999998909
"BIDEN","And what we have to do now is we have to have a form that sits in HHS and says as you develop a drug you got to come to us and decide what you can sell it for.  We will set the price.  And secondly it says that you cannot raise that price beyond the cost of inflation from this point on.","0.0","1.0","0.0","0.0",2023.81,2041.97,18.160000000000082
"TAPPER"," Thank you Mr. Vice President.  I want to bring in Senator Bennet.  Last night on this stage one of your democratic rivals suggested that running on Medicare for All would get Donald Trump reelected.","0.0","0.891","0.109","0.4215",2042.18,2052.329999,10.14999899999998
"BENNET"," I agree that it makes it much more likely.  Unlike others on this stage I've been crystal clear of where I've been for a decade through two tough races in Colorado.  I believe we should finish the job we started with the Affordable Care Act with a public option that gives everybody in this audience the chance to pick for their family whether they want private insurance or public insurance.","0.021","0.821","0.159","0.8442",2054.13,2075.2,21.06999999999971
"BENNET","It requires the drug companies to be negotiated with by Medicare and it provides competition.  That is totally different from the plan that Senator Warren and Senator Sanders and Senator Harris have proposed which would make illegal employer based health insurance in this country and massively raise taxes on the middle class to the tune of $30 trillion.","0.059","0.941","0.0","-0.5574",2075.2,2099.23,24.0300000000002
"BENNET","As Joe Biden said we don't need to do that.  It doesn't make sense for us to take away insurance from half the people in this room and  and put huge taxes on almost everybody in this room when we pass a public option trust the American people to make the right decision and have universal healthcare in this country in two years not 10 years.","0.0","0.918","0.082","0.6808",2099.96,2121.1,21.139999999999873
"TAPPER"," Thank you Senator.  Secretary Castro I want to bring you in ","0.0","0.678","0.322","0.4215",2121.28,2122.75,1.4699999999998
"HARRIS"," I  I need to respond.","0.0","1.0","0.0","0.0",2122.75,2124.04,1.2899999999999636
"TAPPER","Your response.  I'll come to you right after Secretary Castro.  Secretary Castro.","0.0","1.0","0.0","0.0",2124.289999,2127.1800000000003,2.890001000000211
"CASTRO"," Well I know that this is something very personal for all Americans.  You know I grew up with a grandmother that had diabetes and I watched as her condition got worse and worse.  That whole time she had Medicare.  ","0.154","0.794","0.052","-0.6249",2127.19,2138.1,10.909999999999854
"CASTRO","I want to strengthen Medicare for the people who are on it and then expand it to anybody who wants it.  I also believe thought that if somebody has a private health insurance plan that is strong that they want to hold on to that they should be able to do that.","0.0","0.807","0.193","0.8176",2138.45,2150.43,11.980000000000018
"CASTRO","What I don't believe is that the profit motive of big pharma or big insurance companies should ever determine in our great nation whether somebody gets healthcare or not.","0.0","0.788","0.212","0.7906",2150.599999,2159.37,8.770000999999866
"TAPPER"," Thank you Secretary Castro.  Senator Harris Senator Bennet had suggested that you support banning employer based health insurance.  Is that true?","0.0","0.692","0.308","0.7906",2159.73,2166.79,7.059999999999945
"HARRIS"," Well first of all with all due respect to my friend Michael Bennet my plan does not offer anything that is illegal.  What it does is it separates the employer from healthcare meaning that where you work will not be a  where  the kind of healthcare you get will not be a function of where you work.","0.057","0.81","0.133","0.5859",2167.52,2185.0400000000004,17.520000000000437
"HARRIS","I have me met so many Americans who stick to a job that they do not like where they are not prospering simply because they need the healthcare that that employer provides.  It's time that we separate employers from the kind of healthcare people get and under my plan; we do that as it relates to the insurance and the pharmaceutical companies .","0.035","0.965","0.0","-0.2755",2185.27,2201.9700000000003,16.700000000000273
"TAPPER"," Thank you Senator.","0.0","0.444","0.556","0.3612",999999999,0,-999999999
"HARRIS"," Who will not be called in and who will not be taken to task by Senator Biden or Senator Bennet's plan ","0.0","1.0","0.0","0.0",2202.43,2209.05,6.620000000000346
"TAPPER"," Thank you Senator.","0.0","0.444","0.556","0.3612",999999999,0,-999999999
"HARRIS"," We will do that.","0.0","1.0","0.0","0.0",2209.299999,2210.319999,1.0199999999999818
"TAPPER"," Senator Bennet I want to bring you back.","0.0","0.822","0.178","0.0772",2210.33,2211.54,1.2100000000000364
"BENNET"," Senator Harris is my friend as well but I have to say if we can't admit  if we can't admit tonight what's in the plan which is banning employer based insurance we're not going to be able to admit that when Donald Trump is accusing democrats of doing that as well.  ","0.138","0.769","0.093","-0.3641",2211.57,2226.98,15.409999999999854
"BENNET","We need to be honest about what's in this plan.  It bans employer based insurance and taxes the middle class to the tune of $30 trillion.  Do you know how much that is?  That is 70 percent of what the government will collect in taxes over the next 10 years.","0.0","0.937","0.063","0.5106",2227.12,2244.53,17.41000000000031
"TAPPER"," Thank you Senator.","0.0","0.444","0.556","0.3612",2245.17,2245.3900000000003,0.22000000000025466
"BENNET"," We don't need to do that.  ","0.0","1.0","0.0","0.0",2246.04,2246.75,0.7100000000000364
"BENNET","We can have a public option to have universal healthcare in this country.","0.0","1.0","0.0","0.0",2247.76,2250.3799989999998,2.6199989999995523
"TAPPER"," I do want to bring in Senator Harris because he just suggested you were not being honest.","0.15","0.778","0.072","-0.3404",2251.12,2254.6400000000003,3.5200000000004366
"HARRIS"," He  we cannot keep with the republican talking points on this.  You got to stop.  The reality is that - what  under my Medicare for All plan yes employers are not going to be able to dictate the kind of healthcare that their employees get.  They will be able to make that decision.  ","0.04","0.911","0.049","0.128",2254.77,2273.09,18.320000000000164
"HARRIS","Private insurance companies and private carriers if they comply by our rules and play by our rules will be able to offer those employees healthcare coverage under a private Medicare plan or they can have the option of a public Medicare plan.  But it is misleading to suggest that employees want what their employer is offering only.  They want choice and my plan gives that to them.","0.039","0.888","0.073","0.0772",2273.31,2294.779999,21.469998999999916
"TAPPER"," Thank.  Thank you Senator.  Governor Inslee I want to bring you in.  You recently signed a public option into law which allows Washington State residents to purchase a state backed plan if they want to.","0.0","0.756","0.244","0.6908",2295.059999,2305.77,10.71000099999992
"TAPPER","But this may only save families in Washington State as little as 5 percent off premiums.  Is 5 percent really the kind of relief that the American people need?","0.0","0.806","0.194","0.719",2305.78,2315.96,10.179999999999836
"INSLEE"," No we need universal coverage.  And I'm proud of our state that has done less squabbling and actually getting things done.  And I am proud that we are the first state to offer a publically sanctioned offer of healthcare to our citizens.  ","0.048","0.815","0.137","0.6124",2316.38,2329.4,13.019999999999982
"INSLEE","I'm also proud that we didn't stop there.  We're also the first state that has taken care of our elders our seniors.  We have a looming retirement wave coming up.  I'm proud that our state  our state has made them eligible to retire in dignity.","0.028","0.71","0.262","0.9098",2330.07,2343.81,13.739999999999782
"INSLEE","I'm also proud of this and I think we need to talk more about this as democrats it is time to give people adequate mental healthcare in this country.  And we are  we are","0.0","0.861","0.139","0.6124",2344.45,2354.2499989999997,9.799998999999843
"INSLEE","We are having  we've had some success in integrating mental health with physical health.  There's no reason we should distinguish between your physiological and your mental health.","0.071","0.809","0.12","0.3612",2356.809999,2367.02,10.21000099999992
"INSLEE","And the last thing we're doing I think it's very instructive for the nation.  We know we're being eaten alive by pharmaceutical costs.","0.0","0.89","0.11","0.3818",2367.49,2374.1400000000003,6.650000000000546
"INSLEE","We have had one of if not the most innovative way to drive down pharmaceuticals for life-saving medications in the United States.  That's a record of Washington state I'd like to take to Washington D.C.","0.067","0.796","0.136","0.3974",2374.51,2385.03,10.519999999999982
"TAPPER"," Thank you.  Thank you Governor Inslee. ","0.0","0.444","0.556","0.6124",2385.03,2386.57,1.5399999999999636
"TAPPER","Mr. Yang I want to bring you in.  You support a Medicare for All system.  How do you respond to Governor Inslee?","0.0","0.818","0.182","0.4588",2386.74,2391.77,5.0300000000002
"YANG"," Well I just want to share a story.  When I told my wife I was running for president you know the first question she asked me?  What are we going to do about our health care? ","0.0","0.753","0.247","0.7998",2392.529999,2398.82,6.290001000000302
"YANG","That's a true story and it's not just us.  Democrats are talking about health care in the wrong way.  As someone who's run a business I can tell you flat out our current health care system makes it harder to hire it makes it harder to treat people well and give them benefits and treat them as full-time employees it makes it harder to switch jobs as Senator Harris just said and it's certainly a lot harder to start a business.","0.034","0.73","0.236","0.9485",2399.48,2418.23,18.75
"YANG","If we say look we're going to get health care off the backs of businesses and families then watch American entrepreneurship recover and bloom.  That's the argument we should be making to the American people.","0.095","0.823","0.082","0.128",2418.5,2427.28,8.7800000000002
"TAPPER"," Thank you Mr. Yang.  ","0.0","0.545","0.455","0.3612",2427.59,2427.8500000000004,0.2600000000002183
"TAPPER","Mayor de Blasio?","0.0","1.0","0.0","0.0",2428.959999,2429.789999,0.8299999999999272
"DE BLASIO"," Yeah I don't understand why Democrats on this stage are fearmongering about universal health care.  It makes no sense.  Ask the American people they are sick of what the pharmaceutical companies are doing to them.  Ask them what they feel about the health insurance companies.  They feel it's holding back their families because they can't get the coverage they need.  They get a lot of noes.  They don't get a lot of help from health insurance companies.","0.067","0.835","0.098","0.3818",2430.26,2450.71,20.449999999999818
"DE BLASIO","Why are we not going to be the party that does something bold that says we don't need to be dependent on private insurance?  We can have a system that actually covers everyone.  You know what?  Donald Trump won this state of Michigan by saying he was going to disrupt the status quo.  How about we be the party that's going to disrupt the status quo for working people?","0.0","0.839","0.161","0.905",2450.77,2469.61,18.840000000000146
"TAPPER"," Thank you.  Mr. Mayor just a 15-second point of clarification.  Who are you talking about?  Who's fearmongering?  ","0.0","0.84","0.16","0.4329",2469.65,2474.9500000000003,5.300000000000182
"DE BLASIO"," Certainly with all due respect to Senator Bennet what he's saying is absolutely inaccurate about taxes.  Americans right now are paying so much money for their health care ask people about the reality of premiums deductibles co'pays out-of-pocket expenses.  ","0.0","0.805","0.195","0.8271",2474.96,2491.2799999999997,16.31999999999971
"TAPPER"," Thank you.","0.0","0.286","0.714","0.3612",2491.4799999999996,2491.54,0.06000000000040018
"DE BLASIO"," That's worse than any tax and people are paying that right now.  ","0.22","0.78","0.0","-0.4767",2491.54,2494.9300000000003,3.3900000000003274
"TAPPER"," Thank you Mr. Mayor.","0.0","0.545","0.455","0.3612",2495.08,2495.67,0.5900000000001455
"TAPPER","Senator Bennet?","0.0","1.0","0.0","0.0",2495.7,2495.97,0.2699999999999818
"BENNET"," This  this is  this has nothing to do with Republican talking points or the pharmaceutical industry.  This has to do with having faith in the American people that they can make the right decisions for their families and they can choose a public option.  ","0.0","0.938","0.062","0.4215",2497.24,2513.08,15.840000000000146
"BENNET","Bernie Sanders who said last night he wrote the damn bill and he did just like I wrote the damn public option bill is the guy who says it will cost $32 trillion and that we're going to have to raise those taxes to pay for it.  He says that.  Republicans don't say it.  Don't try to district from the truth.","0.102","0.826","0.072","-0.25",2513.309999,2531.109999,17.799999999999727
"TAPPER"," Thank you Senator Bennet.  ","0.0","0.545","0.455","0.3612",2531.36,2531.6400000000003,0.2800000000002001
"BENNET"," You can't hide from the truth.  ","0.0","0.512","0.488","0.4249",2531.84,2532.98,1.1399999999998727
"TAPPER"," I want to let Mayor de Blasio  and then I'm going to come to you Vice President Biden.","0.0","0.925","0.075","0.0772",2533.059999,2535.85,2.7900009999998474
"BENNET"," We need to be for universal health care.","0.0","0.686","0.314","0.4939",999999999,0,-999999999
"DE BLASIO"," Senator if we as Democrats say we're done with private insurance has only hurt the American people in so many ways we're going to give them something that works for their family's full coverage that they can depend on.  If we say that then there's an election.  The American people get to decide.","0.061","0.939","0.0","-0.5267",2536.1,2551.4900000000002,15.390000000000327
"DE BLASIO","The ultimate choice Senator is an election and this should be the party that stands for universal health care and says we're not going to accept anything less.  Right now in America so many people don't have the health care they need.  That is a fact.  Tens of millions of people including middle class people.","0.036","0.816","0.148","0.7855",2551.719999,2566.929999,15.210000000000036
"TAPPER"," Thank you Mr. Mayor.","0.0","0.545","0.455","0.3612",2567.38,2567.67,0.2899999999999636
"DE BLASIO"," Give them a chance to make that decision through an election.","0.0","0.818","0.182","0.25",2567.75,2570.1,2.349999999999909
"TAPPER"," Thank you Mr. Mayor.  ","0.0","0.545","0.455","0.3612",999999999,0,-999999999
"TAPPER","Vice President Biden your response sir?","0.0","1.0","0.0","0.0",2570.12,2571.499999,1.3799990000002254
"BIDEN"," This is not a Republican talking point.  The Republicans are trying to kill Obamacare.  Obamacare took care of 20 million people right off the bat 100 million people with pre-existing conditions.  And in fact what we got is a public option that in fact would allow anybody to buy in.  ","0.086","0.821","0.093","-0.1531",2571.5,2584.9100000000003,13.41000000000031
"BIDEN","No one has to keep their private insurance.  They can buy into this plan.  And they can buy into it with $1000 deductible and never have to pay more than 8.5 percent of their income when they do it.  And if they don't have any money they'll get in free.  So this idea is a bunch of malarkey what we're talking about here.","0.033","0.897","0.07","0.3391",2584.91,2604.3500000000004,19.44000000000051
"BIDEN","The fact of the matter is  the fact of the matter is that there will be a deductible.  It will be a deductible on their paycheck.  Bernie acknowledges it.  Bernie acknowledges it.  Thirty trillion dollars has to ultimately be paid.  And I don't know what math you do in New York I don't know what math you do in California but I tell ya that's a lot of money and there will be a deductible.  The deductible will be out of your paycheck because that's what will be required.","0.0","0.974","0.026","0.0258",2604.349999,2629.4699989999995,25.119999999999436
"TAPPER"," Senator Harris I want to bring you in here.  Your response?  ","0.0","0.874","0.126","0.0772",2629.75,2632.41,2.6599999999998545
"HARRIS"," Yeah let's talk about math.  Let's talk about math.  Let's talk about the fact that the pharmaceutical companies and the insurance companies last year alone profited $72 billion and that is on the backs of American families.","0.079","0.811","0.111","0.3182",2632.58,2648.88,16.300000000000182
"HARRIS","And under your plan status quo you do nothing to hold the insurance companies to task for what they have been doing to American families.  In America today diabetes patients one in four cannot afford their insulin.  In America today","0.0","1.0","0.0","0.0",2649.05,2666.1,17.049999999999727
"TAPPER"," Thank you Senator.  ","0.0","0.444","0.556","0.3612",999999999,0,-999999999
"HARRIS","  for those people who have overdosed from an opioid there is a syringe that costs $4000 that will save their life.  ","0.0","0.856","0.144","0.4939",2666.41,2673.15,6.7400000000002365
"TAPPER"," Thank you Senator.","0.0","0.444","0.556","0.3612",999999999,0,-999999999
"HARRIS"," It is immoral.  It is untenable.  ","0.375","0.625","0.0","-0.4588",2673.27,2675.48,2.2100000000000364
"TAPPER"," Thank you Senator.  ","0.0","0.444","0.556","0.3612",2675.48,2675.54,0.05999999999994543
"HARRIS"," And it must change with Medicare for All.","0.0","1.0","0.0","0.0",2675.71,2677.82,2.1100000000001273
"TAPPER"," Your time is up Senator.  Vice President Biden your response?","0.0","1.0","0.0","0.0",2677.96,2679.0299999999997,1.069999999999709
"BIDEN"," Real quick.  I have the only plan that limits the ability of insurance companies to charge unreasonable prices flat out number one.  ","0.0","0.841","0.159","0.3818",2679.6099999999997,2687.49,7.880000000000109
"BIDEN","Number two we should put some of these insurance executives who totally oppose my plan in jail for of the $9 billion opioids they sell out there.","0.0","0.952","0.048","0.0772",2687.73,2696.97,9.239999999999782
"BIDEN","They are misrepresenting to the American people what needs to be done.","0.0","1.0","0.0","0.0",2697.12,2699.949999,2.8299990000000435
"BIDEN","And lastly here's the deal.  The deal is let's figure out how this works.  We immediately are able to cover everybody who wants to get off of their insurance plan they don't like no matter what one it is and buy into a Medicare option.  And they can buy the gold plan and they're not going to have to pay  anyway","0.073","0.896","0.03","-0.1769",2700.129999,2717.769999,17.639999999999873
"LEMON"," Thank you Mr. Vice President.  Thank you. ","0.0","0.5","0.5","0.6124",2717.799999,2719.3199999999997,1.5200009999998656
"LEMON","Let's move now to immigration please.  Secretary Castro you think it should no longer be a crime to cross the U.S. border illegally.  President Obama's homeland security secretary Jeh Johnson whom you served with says that is a public declaration that the border is quote ""effectively open to all.""  How is he wrong?","0.143","0.733","0.124","-0.296",2719.7,2737.91,18.210000000000036
"CASTRO"," Thank you for that question.  You know if you elect me president you're not electing me to follow.  You're electing me to lead.  And open borders is a right-wing talking point and frankly I'm disappointed that some folks including some folks on this stage have taken the bait.  ","0.061","0.889","0.049","-0.1531",2738.82,2758.62,19.799999999999727
"CASTRO","The only way that we're going to guarantee that we don't have family separations in this country again is to repeal Section 1325 of the Immigration Nationality Act.  That is the law that this president this administration is using to incarcerate migrant parents and then physically separate them from their children.","0.0","0.962","0.038","0.25",2759.36,2779.31,19.949999999999818
"CASTRO","My immigration plan would also make sure that we put undocumented immigrants who haven't committed a serious crime on a pathway to citizenship that we do a 21st century Marshall Plan with Honduras El Salvador and Guatemala so that we can get to the root of this challenge so people can find safety and opportunity at home instead of having to come to the United States.  That's how we can be smarter more effective and more humane when it comes to immigration policy.","0.019","0.742","0.239","0.9567",2779.99,2807.21,27.220000000000255
"LEMON"," Thank you Secretary Castro.","0.0","0.545","0.455","0.3612",2807.209999,2808.469999,1.2599999999997635
"LEMON","Senator Bennet what's your response?","0.0","1.0","0.0","0.0",2808.529999,2809.269999,0.7400000000002365
"BENNET"," I disagree that we should decriminalize our border.  This is personal for me.  My mom is an immigrant and she was separated from her parents during the Holocaust in Poland.  ","0.085","0.915","0.0","-0.3818",2813.28,2823.17,9.889999999999873
"BENNET","And for those reasons I was part of the Gang of Eight that wrote  I wrote the immigration bill in 2013 with John McCain that passed the Senate with 68 votes that gave a pathway to citizenship for the 11 million undocumented people that are here that would pass the most progressive DREAM Act that had ever been conceived much less passed on the floor of the Senate and had $46 billion of border security.  Every single Democrat voted for that bill","0.0","0.934","0.066","0.661",2823.17,2853.6099999999997,30.4399999999996
"LEMON"," Senator","0.0","1.0","0.0","0.0",2853.66,2853.95,0.2899999999999636
"BENNET","  and a lot of Republicans.  That should be our position.  ","0.0","1.0","0.0","0.0",2853.99,2858.769999,4.779999000000316
"LEMON"," Thank you.  Thank you Senator.  ","0.0","0.375","0.625","0.6124",2858.86,2859.31,0.4499999999998181
"BENNET"," That is our position as Democrats.  ","0.0","1.0","0.0","0.0",2859.36,2859.6600000000003,0.3000000000001819
"LEMON"," Senator Harris you have indicated that you don't think it should be a criminal offense punishable by jail to cross the U.S. border illegally.  How do you respond to Senator Bennet?  ","0.235","0.765","0.0","-0.8074",2859.66,2868.23,8.570000000000164
"HARRIS"," Well again with all due respect you know I  after the last debate for example I went to a place in Florida called Homestead and there is a private detention facility being paid for by your taxpayer dollars a private detention facility that currently houses 2700 children.  ","0.104","0.788","0.108","0.0516",2869.03,2887.21,18.179999999999836
"HARRIS","And by the way there were members of us  Julian was there members of Congress they would not let us enter the place members of the United States Congress.  So I walked down the road I climbed a ladder and I looked over the fence.  And I'm going to tell you what I saw.  I saw children lined up single file based on gender being walked into barracks.  The policies of this administration have been facilitated by laws on the books","0.0","0.964","0.036","0.4215",2888.48,2913.37,24.889999999999873
"LEMON"," Thank you Senator.  ","0.0","0.444","0.556","0.3612",999999999,0,-999999999
"HARRIS","  that allow them to be incarcerated as though they've committed crimes.  ","0.0","0.692","0.308","0.4588",2913.46,2916.7799999999997,3.319999999999709
"LEMON"," Thank you Senator.","0.0","0.444","0.556","0.3612",999999999,0,-999999999
"HARRIS"," These children have not committed crimes","0.266","0.734","0.0","-0.2057",2917.049999,2918.92,1.8700010000002294
"LEMON"," Thank you Senator Harris.","0.0","0.545","0.455","0.3612",2918.92,2918.98,0.05999999999994543
"HARRIS","  and should be not treated like criminals.  ","0.209","0.495","0.297","0.2235",2919.15,2920.4399999999996,1.2899999999995089
"LEMON"," Senator Bennet what's your response?  ","0.0","1.0","0.0","0.0",2920.4399999999996,2921.5199999999995,1.0799999999999272
"BENNET"," I think this is one in the end that we agree with.  There's not a single person on this stage if we were president would ever separate a child from their parents at the border.  And that is what this","0.0","0.935","0.065","0.3612",2926.82,2939.38,12.559999999999945
"BENNET","That is what this administration has done in the American people's name.  They have turned our border into a symbol of nativist hostility.  The symbol of this country before Donald Trump was president was the Statue of Liberty.  That should be the symbol of the United States of America not Donald Trump's words.","0.06","0.835","0.106","0.4019",2940.92,2960.07,19.15000000000009
"LEMON"," Thank you Senator Bennet.","0.0","0.545","0.455","0.3612",2960.24,2961.16,0.9200000000000728
"LEMON","Senator Gillibrand I want to bring you in.  What's your response?","0.0","0.874","0.126","0.0772",2961.61,2962.69,1.0799999999999272
"GILLIBRAND"," So I think when you talk about whether this should be a crime you have to remember who we're talking about.  When I was at the Texas border I visited with women who had fled violence.  A woman from El Salvador owned a small business gangs came to her and said if you don't give us all your money we're going to kill your family.  That's why she fled.","0.17","0.83","0.0","-0.9231",2963.13,2980.76,17.63000000000011
"GILLIBRAND","Another woman was raped.","0.605","0.395","0.0","-0.6808",2980.95,2982.4500000000003,1.5000000000004547
"GILLIBRAND","That's why she fled.","0.0","1.0","0.0","0.0",2982.53,2983.779999,1.2499989999996615
"GILLIBRAND","So this is who we're talking about  and they're not criminals.  So I believe that we should have a civil violation.  No president before President Trump enforced the law in the way he has enforced it.  Because he's using it as the crutch to lock up women and children to separate mothers and babies to put them behind bars.","0.087","0.865","0.048","-0.3404",2984.12,3004.709999,20.58999900000026
"GILLIBRAND","So I don't think we should have a law on the books that can be so misused.  It should be a civil violation and we should make sure that we treat people humanely.","0.091","0.767","0.142","0.2023",3004.879999,3013.88,9.000000999999884
"LEMON"," Thank you Senator. ","0.0","0.444","0.556","0.3612",3013.94,3014.709999,0.769999000000098
"LEMON","Vice President Biden in the first two years of the Obama administration nearly 800000 immigrants were deported far more than during President Trump's first two years.  Would the higher deportation rates resume if you were president?","0.0","1.0","0.0","0.0",3014.96,3027.74,12.779999999999745
"BIDEN"," Absolutely not number one.  Number two everything landed on the president's desk but locusts.  I found that Julian  excuse me  the secretary we sat together in many meetings.  I never heard him talk about any of this when he was the secretary. ","0.058","0.907","0.036","0.0229",3028.17,3041.5199989999996,13.34999899999957
"LEMON"," Please be respectful.  Please be respectful in the crowd. ","0.0","0.321","0.679","0.8625",3045.6499989999998,3048.47,2.8200010000000475
"LEMON"," Please continue Mr. Vice President. ","0.0","0.635","0.365","0.3182",3050.889999,3052.47,1.580000999999811
"BIDEN"," The fact is  the fact is","0.0","1.0","0.0","0.0",3057.2799999999997,3060.039999,2.7599990000003345
"BIDEN"," I don't know if you can hear.  I can hear.  But anyway","0.0","1.0","0.0","0.0",3062.309999,3064.1299999999997,1.8200009999995928
"LEMON"," We can hear fine Mr. Vice President. ","0.0","0.769","0.231","0.2023",3064.78,3066.2900000000004,1.5100000000002183
"BIDEN"," OK.","0.0","0.0","1.0","0.296",999999999,0,-999999999
"LEMON"," Please continue if you will.","0.0","0.635","0.365","0.3182",3066.29,3066.98,0.6900000000000546
"BIDEN"," The fact is what the senator from New York talked about is seeking asylum.  That woman the women she spoke to are entitled to asylum.  That is not crossing the border illegally.  What we should do is flood the zone to make sure we have people to make those decisions quickly.","0.0","0.918","0.082","0.5267",3067.04,3084.17,17.13000000000011
"BIDEN","With regard to  with regard to the secretary's point I already proposed and passed","0.0","1.0","0.0","0.0",3084.38,3089.6299989999998,5.2499989999996615
"BIDEN","$750 million for Guatemala El Salvador and Honduras to be able to change the circumstance why people fled in the first place.","0.0","1.0","0.0","0.0",3089.849999,3098.93,9.080000999999811
"BIDEN","In addition to that we're in a circumstance where if in fact you say you can just cross the border what do you say to all those people around the world who in fact want the same thing to come to the United States and make their case that they don't  that they have to wait in line.  The fact of the matter is you should be able to  if you cross the border illegally you should be able to be sent back.  It's a crime.  It's a crime and it's not one that in fact","0.07","0.878","0.052","-0.5859",3099.14,3125.34,26.200000000000273
"LEMON"," Thank  thank you Mr. Vice President.  Secretary Castro please your response? ","0.0","0.523","0.477","0.743",3125.34,3129.18,3.8399999999996908
"CASTRO"," Yeah first of all Mr. Vice President it looks like one of us has learned the lessons of the past and one of us hasn't.","0.0","0.83","0.17","0.5719",3129.18,3134.77,5.5900000000001455
"CASTRO","Let me begin by telling you  let me just start out by answering that question.  My immigration plan would also fix the broken legal immigration system because we do have a problem with that.","0.155","0.804","0.04","-0.6486",3135.14,3147.69,12.550000000000182
"BIDEN"," I agree. ","0.0","0.0","1.0","0.3612",999999999,0,-999999999
"CASTRO"," Secondly the only way that we're going to guarantee that these kinds of family separations don't happen in the future is that we need to repeal this law.  There's still going to be consequences if somebody crosses the border.  It's a civil action.  Also we have 654 miles of fencing.  We have thousands of personnel at the border.  We have planes; we have boats; we have helicopters; we have security cameras","0.0","0.939","0.061","0.5267",3148.219999,3163.56,15.34000100000003
"LEMON"," Secretary Castro thank you. ","0.0","0.545","0.455","0.3612",3171.93,3172.49,0.5599999999999454
"CASTRO"," What we need are politicians that actually","0.0","1.0","0.0","0.0",3172.489999,3173.77,1.2800010000000839
"LEMON"," Your time is up. ","0.0","1.0","0.0","0.0",999999999,0,-999999999
"CASTRO","  have some guts on this issue. ","0.0","1.0","0.0","0.0",3174.45,3175.9,1.4500000000002728
"LEMON"," Thank you Secretary.","0.0","0.444","0.556","0.3612",3176.29,3176.81,0.5199999999999818
"LEMON","Mr. Vice President please your response?","0.0","0.685","0.315","0.3182",3177.13,3180.41,3.2799999999997453
"BIDEN"," I have guts enough to say his plan doesn't make sense.  Here's the deal.  The fact of the matter is that in fact when people cross the border illegally it is illegal to do it unless they're seeking asylum.  People should have to get in line.  That's the problem.  And the only reason this particular part of the law is being abused is because of Donald Trump.  We should defeat Donald Trump and end this practice.","0.151","0.836","0.013","-0.91",3180.58,3205.73,25.15000000000009
"LEMON"," Thank you.  Congresswoman Gabbard what's your response? ","0.0","0.706","0.294","0.3612",3206.91,3208.77,1.8600000000001273
"GABBARD"," Our hearts break when we see those children at these detention facilities who've been separated from their parents when we see human beings crowded into cages in abhorrent inhumane conditions.  This is about leadership and understanding that we can and should have both secure borders as well as humane immigration policies. ","0.114","0.809","0.077","-0.4767",3210.5,3233.75,23.25
"GABBARD","We will have to stop separating children from their parents make it so that it's easier for people to seek asylum in this country make sure that we are securing our borders and making it so that people are able to use our legal immigration system by reforming those laws.","0.039","0.798","0.163","0.7152",3233.77,3246.91,13.139999999999873
"LEMON"," Mr. Yang your response?","0.0","1.0","0.0","0.0",3247.77,3249.12,1.349999999999909
"YANG"," I'm the son of immigrants myself.  My father immigrated here as a graduate student and generated over 65 U.S. patents for G.E. and IBM.  I think that's a pretty good deal for the United States.  That's the immigration story we need to be telling. ","0.0","0.81","0.19","0.836",3249.58,3261.69,12.110000000000127
